1.000000000000000000e+00 2.241532376860969844e+00
1.041392683982849121e+00 4.020844826606427169e+00
1.079181194305419922e+00 3.561437563279930441e+00
1.113943338394165039e+00 2.855721136142252536e+00
1.146128058433532715e+00 3.692095999697071917e+00
1.176091313362121582e+00 3.892863978061200658e+00
1.204120039939880371e+00 3.620950679417436202e+00
1.230448961257934570e+00 3.145244018201214242e+00
1.255272507667541504e+00 3.602721550702569608e+00
1.278753638267517090e+00 3.107731051583578985e+00
1.301030039787292480e+00 3.370556402383308114e+00
1.322219252586364746e+00 3.935613320202847820e+00
1.342422723770141602e+00 3.315116138133594070e+00
1.361727833747863770e+00 3.403903829348154275e+00
1.380211234092712402e+00 2.741133120430884418e+00
1.397940039634704590e+00 3.240280792224324635e+00
1.414973378181457520e+00 2.977902754175768330e+00
1.431363821029663086e+00 2.469053864196471437e+00
1.447158098220825195e+00 2.976647555622125907e+00
1.462398052215576172e+00 3.248290811581031168e+00
1.477121233940124512e+00 3.528119968620331726e+00
1.491361737251281738e+00 2.521588039051518848e+00
1.505149960517883301e+00 3.396005633881290287e+00
1.518513917922973633e+00 3.251513408312206366e+00
1.531478881835937500e+00 3.216364323255603175e+00
1.544068098068237305e+00 3.183514326373576786e+00
1.556302547454833984e+00 3.186168173972477646e+00
1.568201780319213867e+00 3.229357207185305167e+00
1.579783558845520020e+00 3.014018787031685243e+00
1.591064572334289551e+00 3.459390606964265036e+00
1.602059960365295410e+00 2.745957639890996838e+00
1.612783908843994141e+00 2.348003811479949743e+00
1.623249292373657227e+00 3.238701712910725838e+00
1.633468508720397949e+00 3.156784407684949834e+00
1.643452644348144531e+00 3.338637725122906907e+00
1.653212547302246094e+00 2.412324166617979326e+00
1.662757873535156250e+00 1.698843747657667880e+00
1.672097921371459961e+00 3.159452911608055192e+00
1.681241273880004883e+00 3.592451131119352770e+00
1.690196037292480469e+00 1.164156759763657067e+00
1.698969960212707520e+00 2.471183404588008337e+00
1.707570195198059082e+00 2.524926738326374487e+00
1.716003298759460449e+00 3.087545333487078825e+00
1.724275827407836914e+00 2.759967371987900542e+00
1.732393741607666016e+00 3.403987366924087876e+00
1.740362644195556641e+00 2.271645544391088123e+00
1.748188018798828125e+00 1.946100399410810811e+00
1.755874872207641602e+00 2.500963022947177095e+00
